country																																																																																																																																
Kenya												5.290	5.530	5.680	5.900	6.040	6.340	6.650	6.860	7.110	7.370	7.590	7.730	7.870	8.330	8.690	9.470	9.860	10.110	10.490	10.710	10.910	11.200	11.480	11.610	12.160	12.600	12.760	13.230	13.520	14.000	14.190	14.390	14.700	15.450	16.040	16.770	17.130	17.720	18.720	19.560	19.990	20.200	21.360	23.680	25.100	
Korea												16.970	18.470	21.560	23.430	24.460	27.180	31.530	34.580	39.920	41.260	40.520	43.080	46.650	50.790	53.130	60.890	65.750	74.020	78.840	92.910	99.870	110.870	124.370	132.070	144.750	157.280	171.230	156.340	172.890	188.160	191.060	198.700	202.750	208.330	210.290	213.740	222.240	227.110	229.270	250.020	260.500	263.470	263.830	268.430	272.690	284.320
Kuwait												6.120	6.760	7.130	6.810	6.480	7.030	7.590	8.280	10.430	10.450	10.300	11.460	12.180	12.600	14.030	15.190	16.530	20.170	23.560	9.110	2.690	8.820	12.300	14.430	14.790	14.550	14.690	16.790	18.020	18.720	19.980	20.540	21.900	23.370	26.280	25.660	26.260	28.710	31.410	32.090	31.010	34.430	33.710	31.790	34.650	
Kyrgyzstan																															7.490	6.790	4.980	3.870	2.790	2.380	2.760	2.590	2.760	2.410	2.320	2.160	2.420	2.580	2.540	2.570	2.530	2.950	3.160	2.880	2.750	3.310	4.130	3.950	4.090	3.980	
Latvia																															7.890	7.420	6.120	5.280	4.770	4.600	4.520	4.430	4.330	3.980	3.830	4.110	4.070	4.320	4.440	4.530	4.690	4.800	4.590	4.400	4.510	4.260	4.420	4.340	4.340	4.260	4.160
Lebanon												1.850	1.910	2.380	2.450	2.160	2.320	1.810	2.160	2.330	2.470	2.360	1.790	1.940	1.970	2.330	2.580	2.660	1.980	1.960	1.950	2.420	2.450	3.510	3.850	4.410	4.650	5.250	5.160	5.400	4.910	5.260	5.230	5.230	5.290	5.040	4.790	4.230	5.430	6.650	6.380	6.350	7.170	7.070	7.500	7.640	
Libya												1.570	2.200	2.600	2.900	3.660	3.320	4.130	4.680	5.250	7.050	7.610	8.270	8.450	9.070	10.130	10.090	11.010	10.580	11.490	11.170	11.330	11.270	11.700	13.210	13.990	14.860	15.100	15.290	15.080	15.830	16.310	16.960	17.450	17.940	17.770	17.970	16.710	17.800	19.300	20.780	13.690	17.250	19.410	17.870	17.250	
Lithuania																															16.060	17.050	11.020	9.100	8.120	8.710	9.400	8.900	9.350	7.960	7.130	8.280	8.860	9.250	9.390	8.850	8.720	9.460	9.520	8.760	7.050	7.310	7.380	6.970	7.000	7.220	
Luxembourg	3.300	3.340	3.340	3.390	3.650	3.620	3.500	3.470	3.730	4.040	4.110	4.060	4.160	4.430	4.620	3.770	3.850	3.710	4.020	3.790	3.560	3.110	2.950	2.770	2.970	3.060	3.010	2.940	3.050	3.280	3.390	3.620	3.630	3.680	3.560	3.150	3.190	3.110	3.000	3.130	3.350	3.520	3.660	3.860	4.300	4.390	4.330	4.210	4.210	3.960	4.220	4.180	4.100	3.970	3.820	3.730	3.680
Malaysia												6.050	6.130	6.070	6.860	7.220	7.840	7.900	10.160	11.910	11.890	12.670	12.850	14.970	15.440	15.550	17.460	17.660	18.520	20.330	21.830	26.940	29.700	32.120	31.950	34.570	38.250	44.520	42.320	42.870	48.890	50.880	52.590	56.350	60.600	65.730	66.090	72.370	75.650	71.880	73.380	76.520	77.860	87.810	89.700	85.860	
Malta												0.210	0.260	0.260	0.230	0.210	0.240	0.250	0.290	0.280	0.320	0.360	0.410	0.310	0.410	0.340	0.570	0.600	0.650	0.700	0.690	0.670	0.660	0.850	0.770	0.710	0.700	0.780	0.690	0.750	0.680	0.790	0.730	0.830	0.830	0.880	0.830	0.880	0.840	0.780	0.840	0.830	0.880	0.770	0.770	0.640	
Mexico												42.970	47.540	52.560	55.940	59.140	63.290	68.440	76.530	83.960	95.110	101.560	106.290	100.070	104.560	108.610	105.670	111.130	112.490	117.510	123.680	129.850	130.930	133.130	136.130	131.780	134.680	141.730	145.680	149.890	150.810	155.270	156.910	168.140	171.200	180.580	183.550	182.770	183.820	179.890	178.520	186.920	191.710	191.900	188.160	187.370	183.010
Moldova																															9.890	8.250	6.850	6.100	5.090	4.720	4.050	3.870	3.570	3.120	2.880	3.050	3.100	3.360	3.380	3.500	3.450	3.360	3.340	3.180	3.510	3.450	3.420	3.070	3.300	3.380	
Mongolia																										3.120	3.370	3.550	3.780	3.590	3.410	3.820	3.340	3.120	2.700	2.690	2.270	2.220	2.240	2.240	2.400	2.410	2.590	2.530	2.600	3.000	3.410	3.570	3.580	3.720	3.940	4.310	4.480	5.130	5.280	4.940	
Montenegro																																														1.020	1.130	1.130	1.210	0.960	1.130	1.120	1.060	0.980	0.960	1.010	
Morocco												2.950	3.180	3.520	3.820	3.960	4.280	4.710	4.990	5.320	5.410	5.430	5.650	5.880	6.060	6.180	6.370	6.540	6.860	7.450	7.620	8.010	8.480	8.800	9.420	9.340	9.810	10.120	10.310	10.960	11.020	11.680	11.870	11.820	14.070	14.900	15.150	15.630	16.240	16.350	17.150	18.480	18.740	18.820	19.050	19.390	
Mozambique												6.900	6.770	6.800	6.740	6.680	6.590	6.690	6.510	6.540	6.720	6.550	6.550	6.480	6.400	6.370	6.300	6.240	6.160	6.100	5.920	5.890	5.970	6.090	6.150	6.280	6.400	6.590	6.660	6.790	7.170	7.550	7.650	8.060	8.370	8.490	8.740	9.120	9.290	9.640	9.960	10.360	10.550	10.930	11.640	12.950	
Myanmar												7.910	8.040	7.920	8.240	8.380	8.690	8.880	8.990	9.170	9.420	9.560	9.760	9.880	10.230	10.990	11.210	10.770	10.650	10.940	10.680	10.500	10.830	10.740	11.420	11.810	11.830	12.080	12.410	12.450	12.840	12.540	12.960	14.060	14.770	14.760	14.910	15.400	14.770	13.890	13.520	13.740	14.990	15.970	18.520	19.830	
Namibia																																0.690	0.740	0.800	0.860	0.940	1.010	1.030	1.080	1.070	1.020	1.210	1.120	1.170	1.220	1.330	1.330	1.370	1.460	1.480	1.540	1.590	1.650	1.740	1.810	1.870	
Nepal												3.660	3.760	3.870	3.950	4.030	4.100	4.200	4.300	4.440	4.560	4.640	4.770	4.930	5.050	5.100	5.270	5.370	5.490	5.560	5.790	5.980	6.120	6.280	6.510	6.710	6.870	7.100	7.280	7.680	8.110	8.370	8.470	8.710	8.830	9.130	9.130	9.310	9.630	9.920	10.210	10.570	10.100	11.230	11.660	11.690	
Netherlands	20.970	21.870	24.570	27.140	28.490	30.650	32.460	34.810	38.730	43.310	49.100	50.870	58.390	62.000	60.970	59.020	65.330	63.190	65.000	68.350	64.360	60.830	54.180	56.550	59.830	60.640	62.910	64.350	63.780	64.200	67.200	69.770	69.210	70.600	71.030	73.850	77.620	75.480	76.050	74.860	75.430	77.700	78.600	81.570	82.770	81.390	80.530	80.430	79.740	78.050	83.480	77.420	77.820	77.340	72.930	73.830	75.210
New Zealand	4.000	4.270	4.450	4.870	5.630	5.890	6.120	5.960	6.370	6.580	6.910	6.830	7.600	7.880	8.720	8.550	9.110	9.530	9.460	8.810	8.980	8.910	9.510	9.840	10.490	11.200	11.250	11.310	11.850	12.690	12.840	13.160	13.450	14.170	14.680	14.890	15.420	16.110	15.890	16.530	17.100	17.120	17.140	16.920	17.370	16.940	16.940	17.130	17.400	17.540	18.380	18.330	19.190	19.320	20.490	20.630	20.520
Nicaragua												1.220	1.240	1.350	1.420	1.470	1.580	1.740	1.680	1.420	1.530	1.580	1.610	1.680	1.850	1.930	1.930	1.950	1.840	1.980	2.020	2.140	2.210	2.170	2.200	2.260	2.300	2.410	2.420	2.460	2.520	2.540	2.630	2.690	2.820	2.860	2.830	2.880	2.910	2.930	2.960	3.060	3.290	3.420	3.610	3.910	
Niger																																									1.470	1.510	1.570	1.640	1.720	1.730	1.780	1.860	1.950	2.060	2.230	1.950	2.300	2.860	2.910	2.960	
Nigeria												33.180	34.340	35.890	37.030	38.560	40.590	42.770	44.760	46.630	48.860	51.060	53.590	55.110	55.240	57.090	57.630	59.630	61.400	63.550	66.420	69.610	72.360	73.520	71.720	73.690	76.820	79.430	79.970	82.830	86.040	90.340	93.230	98.500	101.290	105.260	106.170	109.920	113.180	111.360	119.950	126.900	133.510	133.950	134.560	139.370	
Norway	6.830	6.990	7.470	8.000	8.570	9.460	10.170	10.660	11.650	12.290	13.250	13.330	13.780	14.290	14.270	14.630	15.950	16.420	17.700	18.190	18.350	18.100	17.540	18.280	19.340	20.000	20.940	21.140	20.280	21.070	21.070	21.760	22.120	23.540	23.050	23.500	22.790	24.120	25.190	26.380	26.160	26.880	24.960	27.080	26.490	26.830	27.190	27.610	32.200	31.310	33.900	27.980	29.640	32.610	27.800	29.620	28.380
OECD - Europe												1 243.070	1 297.340	1 375.470	1 358.040	1 325.700	1 410.980	1 420.740	1 469.050	1 529.520	1 494.270	1 449.330	1 425.500	1 435.400	1 471.550	1 530.030	1 557.320	1 591.640	1 602.190	1 614.050	1 629.040	1 648.270	1 624.540	1 628.260	1 624.670	1 671.290	1 731.550	1 725.080	1 741.360	1 735.490	1 752.190	1 785.850	1 784.880	1 824.320	1 844.190	1 853.610	1 869.930	1 845.160	1 842.980	1 748.020	1 826.040	1 757.650	1 753.270	1 743.420	1 679.850	1 706.120	1 716.660
OECD - Total												3 372.250	3 543.640	3 740.450	3 694.690	3 617.440	3 848.600	3 942.690	4 064.070	4 164.000	4 067.670	3 966.660	3 872.540	3 877.850	4 033.110	4 122.580	4 162.780	4 299.040	4 429.000	4 508.760	4 535.250	4 586.510	4 633.660	4 703.650	4 783.440	4 884.080	5 029.670	5 079.790	5 096.270	5 188.020	5 299.640	5 293.640	5 329.150	5 398.430	5 499.680	5 531.950	5 543.890	5 570.280	5 495.210	5 251.060	5 433.650	5 331.150	5 290.780	5 310.760	5 273.740	5 259.450	5 257.680
Oman												0.080	0.090	0.100	0.150	0.240	0.380	0.740	0.560	0.840	1.150	0.980	1.490	1.370	2.250	2.110	1.990	2.290	2.210	2.560	4.220	5.840	5.460	5.930	6.040	6.100	6.270	6.740	6.790	7.040	7.570	7.680	8.070	8.440	8.720	9.910	15.440	17.700	15.650	15.820	18.720	22.010	23.670	24.430	24.330	25.380	
Pakistan												17.040	17.490	18.370	19.460	20.350	20.590	21.470	22.360	23.640	24.760	26.540	28.110	29.650	30.640	32.270	33.670	37.000	38.840	41.020	42.900	43.990	46.860	49.240	51.260	53.540	55.960	57.450	58.540	61.830	63.520	64.600	65.370	68.280	73.180	75.900	79.090	83.490	82.030	83.250	84.410	85.120	86.130	88.200	92.000	93.910	
Panama												1.660	1.860	2.030	2.000	1.690	1.680	1.650	1.620	1.730	1.410	1.510	1.650	1.760	1.620	1.560	1.590	1.690	1.580	1.490	1.490	1.620	1.840	1.870	1.970	2.000	2.130	2.220	2.570	2.540	2.570	2.910	2.650	2.650	2.610	2.910	3.110	3.050	3.060	3.370	3.610	3.920	4.040	3.970	4.210	4.260	
Paraguay												1.370	1.400	1.520	1.510	1.470	1.570	1.700	1.900	1.930	2.080	2.080	2.120	2.170	2.210	2.260	2.350	2.720	2.900	3.160	3.070	3.170	3.160	3.280	3.590	3.930	4.020	4.370	4.310	4.110	3.850	3.920	3.890	3.970	4.000	3.960	4.080	4.230	4.430	4.490	4.810	4.880	5.000	4.940	5.170	5.410	
Peru												9.130	9.130	9.510	10.060	10.360	10.520	10.900	10.580	10.540	11.260	11.330	11.530	10.600	10.860	10.580	10.780	11.060	10.880	10.040	9.730	9.550	9.290	9.910	10.270	10.970	11.300	10.940	11.510	12.260	12.220	11.800	11.870	11.640	12.870	13.640	13.250	14.340	15.040	15.760	19.530	20.890	22.350	22.620	23.760	24.610	
Philippines												15.330	15.420	17.170	17.220	18.260	19.140	19.940	20.270	21.470	22.410	22.530	23.130	25.150	22.620	23.760	23.760	24.840	26.270	27.620	28.710	28.670	29.970	29.950	32.090	33.620	34.770	36.590	37.650	38.640	39.990	38.290	38.810	38.910	38.790	38.850	38.570	38.650	40.110	38.190	40.400	40.670	43.250	44.790	47.780	52.150	
Poland	54.180	56.750	59.920	60.930	63.250	65.660	67.820	70.340	73.960	79.360	83.290	86.120	89.040	92.880	97.070	103.050	108.500	112.800	121.970	125.670	126.620	116.500	123.640	122.550	118.520	124.700	129.760	133.170	132.310	124.010	103.110	101.010	98.560	100.950	96.210	99.480	103.520	102.160	95.110	92.660	88.770	89.360	88.470	90.740	90.990	92.140	96.760	96.350	97.780	94.080	100.420	100.980	97.680	97.610	94.040	94.930	99.210
Portugal	2.980	3.270	3.270	3.570	3.710	3.970	4.030	4.320	4.390	5.080	5.760	6.280	6.430	6.900	7.220	7.690	8.160	7.990	8.760	9.640	9.990	9.920	11.090	11.130	11.150	10.960	12.120	12.450	13.020	15.770	16.780	16.960	18.050	17.800	18.260	20.190	19.990	21.060	22.760	24.420	24.590	24.780	25.810	25.110	25.820	26.460	25.150	25.330	24.680	24.350	23.500	22.850	21.440	21.500	21.170	21.970	21.430
Qatar												0.930	1.020	1.430	1.230	2.040	1.530	1.740	1.620	2.820	3.310	4.150	4.810	4.970	5.630	5.650	6.000	6.190	6.470	6.630	6.530	7.220	7.550	7.840	7.860	8.150	8.650	10.170	10.670	11.320	10.920	12.070	13.650	14.130	16.660	16.660	19.590	22.140	22.750	24.230	27.640	31.290	38.090	40.340	44.390	45.450	
Romania												42.130	44.040	47.830	48.060	51.800	55.910	59.510	64.130	63.670	65.230	64.750	64.770	65.290	64.730	64.940	66.680	69.480	69.950	69.180	62.250	51.330	46.800	45.610	43.020	46.590	47.720	44.880	41.040	36.260	36.230	36.820	38.140	39.530	38.690	38.600	39.940	39.760	39.620	34.880	35.030	35.800	34.940	31.890	31.570	31.910	
Russia																															879.170	871.110	795.650	751.180	656.950	636.640	630.070	601.970	587.950	608.990	619.270	626.000	623.100	645.320	647.390	651.710	670.670	672.590	688.460	647.000	688.400	721.870	739.920	719.850	724.520	709.730	
Saudi Arabia												7.360	6.250	7.230	8.090	8.770	10.170	11.360	17.080	22.450	31.100	42.310	47.410	51.840	45.700	45.990	45.950	54.920	62.880	62.880	58.000	67.520	76.930	79.860	84.030	84.510	90.460	86.260	91.930	93.590	97.860	100.450	111.250	112.570	119.800	122.550	135.800	140.320	156.540	166.640	185.490	176.710	199.380	191.360	213.360	221.690	
Senegal												1.240	1.260	1.320	1.360	1.390	1.420	1.450	1.460	1.520	1.560	1.550	1.540	1.540	1.620	1.560	1.630	1.740	1.660	1.640	1.690	1.670	1.780	1.770	1.760	1.860	1.910	2.030	2.140	2.250	2.400	2.590	2.630	2.560	2.740	2.790	2.800	3.000	3.130	3.760	3.830	4.060	4.020	3.710	3.900	4.090	
Serbia																															19.710	16.720	15.450	13.200	12.110	13.790	16.570	17.470	17.430	12.720	13.730	14.970	15.890	16.640	18.090	16.070	17.050	16.590	16.830	15.160	15.610	16.190	14.540	14.910	13.260	14.760	
Singapore												2.730	3.380	3.750	4.000	3.710	3.880	4.100	5.210	5.080	5.130	5.380	5.260	5.890	6.710	6.770	7.190	7.650	8.480	8.490	11.530	13.070	14.830	18.180	22.090	18.850	19.670	22.090	19.960	18.160	18.670	21.290	21.160	25.580	30.710	21.570	23.170	21.460	24.650	21.240	25.420	26.280	25.690	25.440	26.070	25.610	
Slovak Republic												14.260	14.820	15.520	16.250	16.780	17.390	18.300	19.210	19.590	19.840	19.430	18.980	19.180	20.160	20.730	20.670	21.280	21.560	21.550	21.330	19.130	18.090	17.760	17.430	17.780	18.080	18.100	17.550	17.650	17.740	18.590	18.730	18.640	18.350	18.830	18.640	17.850	18.320	16.730	17.830	17.350	16.660	16.950	15.950	16.390	16.520
Slovenia																															5.710	5.560	5.160	5.410	5.630	6.070	6.320	6.570	6.450	6.430	6.410	6.740	6.830	6.910	7.130	7.290	7.320	7.330	7.760	7.140	7.330	7.330	7.040	6.850	6.650	6.570	6.770
South Africa												45.430	46.190	49.180	51.000	53.970	55.840	56.990	60.220	62.190	65.380	71.920	78.220	79.640	86.410	86.400	89.980	93.240	97.010	92.900	90.960	94.980	88.590	94.940	98.170	103.540	105.810	108.670	107.960	109.260	109.040	112.150	110.000	117.630	128.430	128.230	127.300	136.320	147.490	144.540	141.520	142.330	138.760	138.960	145.590	142.030	
Spain	16.160	17.140	18.780	19.510	21.610	22.840	25.530	28.810	32.900	35.110	37.980	42.610	44.830	51.570	55.890	57.490	61.720	60.650	64.790	65.780	67.690	68.720	66.870	68.000	69.510	70.910	72.380	74.150	80.080	88.100	90.070	93.430	95.170	91.280	96.340	100.780	99.300	105.540	110.860	116.230	121.860	125.040	128.760	133.200	139.000	141.930	141.810	143.820	139.070	127.850	127.750	125.720	125.510	117.110	114.560	118.920	119.040
Sri Lanka												3.800	4.050	4.130	3.930	4.110	4.140	4.100	4.320	4.490	4.530	4.620	4.890	4.920	5.070	5.000	5.160	5.360	5.440	5.450	5.520	5.600	5.750	6.060	5.820	6.010	6.720	6.960	7.080	7.560	8.330	8.050	8.200	8.680	8.800	9.000	9.080	9.260	9.110	9.050	9.740	10.460	11.250	10.030	10.740	11.430	
Sudan												7.030	7.150	7.370	7.440	7.470	7.480	7.700	7.820	7.900	8.370	8.450	8.830	9.110	9.080	9.470	9.610	9.450	10.050	10.040	10.630	10.610	10.600	10.300	11.930	11.980	12.270	12.540	12.680	14.080	13.310	13.940	15.130	14.710	14.700	14.980	16.090	15.560	15.810	16.350	16.710	16.660	14.320	14.530	14.980	15.670	
Sweden	20.200	20.620	21.830	23.420	25.080	26.590	28.390	28.560	31.660	34.290	37.650	36.040	36.770	38.840	36.810	39.030	42.360	41.710	41.520	43.370	40.490	42.410	40.610	41.160	43.490	47.230	49.200	48.400	49.390	47.510	47.200	48.690	46.540	46.510	49.700	50.330	51.500	50.170	51.070	50.150	47.560	50.530	51.780	50.620	52.590	51.570	50.210	50.060	49.600	45.410	50.900	49.610	50.150	49.400	48.220	45.450	48.200
Switzerland	7.450	7.910	8.740	10.650	10.530	11.380	11.640	12.230	13.180	14.330	15.800	16.390	17.080	18.910	17.650	17.180	17.780	18.080	18.810	19.150	20.040	19.660	19.070	20.370	20.870	22.080	23.050	22.460	22.660	22.190	24.360	24.730	24.840	24.220	24.440	24.090	24.560	24.990	25.300	25.340	25.010	26.560	25.890	26.000	26.090	25.940	27.090	25.760	26.770	26.960	26.200	25.360	25.610	26.730	25.060	24.530	23.900
Syrian Arab Republic												2.380	1.980	2.060	2.650	3.050	3.460	3.840	4.200	5.450	4.470	5.330	6.400	7.330	8.440	7.830	8.040	8.950	9.270	9.300	10.470	11.400	10.910	10.960	11.440	12.100	12.770	13.870	15.450	15.390	15.440	15.840	16.460	16.540	17.290	20.790	21.630	22.640	23.100	21.490	21.660	19.700	15.290	11.640	10.760	9.980	
Tajikistan																															5.310	5.070	4.140	3.240	2.490	2.230	2.150	2.140	2.250	2.240	2.150	2.120	2.130	2.170	2.340	2.340	2.410	2.580	2.450	2.130	2.180	2.180	2.390	2.270	2.580	2.700	
Tanzania												7.580	7.650	7.690	7.670	7.670	7.750	7.750	7.840	7.910	8.020	8.130	8.250	8.420	8.590	8.770	8.980	9.150	9.310	9.520	9.730	9.930	10.060	10.330	10.520	11.020	11.160	11.270	12.000	12.750	13.460	14.220	14.940	15.530	16.470	17.240	17.860	18.500	19.120	19.660	20.660	21.840	23.180	24.020	24.830	25.970	
Thailand												13.690	14.370	15.610	15.940	17.340	18.830	20.050	20.840	22.010	22.000	22.240	22.490	20.660	22.810	24.740	25.990	28.700	32.730	36.620	41.940	45.550	48.530	51.210	56.620	61.920	69.240	70.530	66.130	70.600	72.290	74.390	82.260	89.110	96.300	99.010	100.960	105.230	108.100	107.700	117.840	117.700	126.200	135.720	134.870	135.220	
Togo												0.730	0.750	0.750	0.750	0.780	0.780	0.830	0.850	0.880	0.890	0.910	0.950	0.930	0.970	0.990	1.080	1.140	1.160	1.200	1.260	1.290	1.310	1.320	1.490	1.570	1.760	1.730	1.850	2.120	2.110	2.110	2.180	2.300	2.330	2.370	2.370	2.460	2.560	3.120	3.120	3.130	3.120	3.210	3.320	3.430	
Trinidad and Tobago												2.640	2.690	2.640	2.670	2.320	2.580	2.920	3.510	3.630	3.830	4.060	4.090	4.240	4.790	5.090	5.320	5.010	5.490	5.330	5.990	5.950	6.540	6.260	6.300	6.150	7.270	6.860	7.960	9.290	9.840	10.990	11.960	13.370	14.040	16.120	17.980	19.130	18.570	18.770	20.070	19.740	19.250	19.600	19.570	19.400	
Tunisia												1.660	1.810	1.890	2.100	2.170	2.320	2.520	2.760	3.000	3.270	3.370	3.320	3.770	4.000	4.160	4.100	4.170	4.380	4.360	4.950	4.900	5.450	5.300	5.730	5.800	6.070	6.260	6.820	7.050	7.310	7.710	7.810	8.030	8.460	8.310	8.750	9.040	9.430	9.160	10.280	9.810	10.240	10.420	10.590	10.930	
Turkey	10.690	10.850	11.850	12.450	13.120	13.810	15.170	15.720	16.530	17.420	18.210	19.540	22.070	24.350	25.200	26.760	29.120	31.930	31.800	30.250	31.450	31.710	33.700	35.680	37.110	39.320	42.360	46.970	47.290	49.100	52.700	51.980	53.630	56.890	56.210	61.570	66.920	70.410	71.740	70.430	75.920	70.200	74.210	77.870	80.720	84.210	93.150	100.000	98.700	97.790	106.650	113.460	118.140	116.850	121.500	128.810	134.570
Turkmenistan																															17.520	15.200	10.380	10.500	13.300	13.690	11.960	11.980	12.530	14.830	14.880	15.160	15.820	17.640	18.410	19.180	19.640	22.380	22.640	19.880	22.690	24.680	25.540	26.200	26.750	27.630	
Ukraine																															252.020	252.330	219.530	194.550	165.770	163.700	149.970	143.500	135.700	135.060	133.790	134.100	135.600	144.640	143.850	142.880	137.340	139.380	134.640	114.520	132.430	126.550	122.510	116.140	105.710	90.090	
United Arab Emirates												1.010	1.050	1.300	1.340	1.940	2.460	4.110	4.770	5.570	7.230	8.870	9.670	9.310	12.080	13.720	15.580	17.300	17.740	20.490	20.420	23.490	22.360	23.510	26.050	27.680	29.230	30.880	31.580	32.240	31.520	40.200	39.880	39.230	41.850	44.500	46.200	50.140	59.320	64.000	62.820	60.370	64.530	66.790	73.190	73.290	
United Kingdom	158.930	158.760	164.400	171.510	173.480	180.950	180.710	183.820	188.060	197.210	205.120	208.680	210.210	218.070	210.010	199.370	203.320	207.660	206.550	217.060	198.430	192.400	191.300	190.290	190.170	200.800	203.940	205.570	207.390	206.980	205.920	212.930	212.170	214.320	215.990	216.350	225.680	219.310	221.500	222.060	222.950	223.790	220.640	224.490	221.780	222.840	219.090	211.140	208.390	196.510	203.780	188.890	193.960	190.990	179.890	180.750	177.680
United States	1 019.300	1 030.890	1 077.180	1 132.950	1 177.610	1 225.640	1 295.590	1 353.190	1 419.690	1 486.100	1 552.050	1 587.470	1 666.780	1 729.940	1 691.500	1 653.550	1 766.210	1 824.810	1 878.260	1 874.040	1 804.680	1 754.850	1 681.670	1 683.100	1 755.320	1 774.020	1 771.240	1 846.770	1 919.260	1 947.470	1 915.050	1 930.620	1 969.360	2 003.840	2 041.290	2 067.320	2 113.250	2 134.520	2 152.680	2 210.900	2 273.340	2 230.700	2 255.940	2 261.170	2 307.770	2 318.770	2 296.820	2 337.370	2 277.110	2 164.760	2 215.220	2 190.420	2 156.520	2 179.310	2 216.810	2 188.280	2 158.990
Uruguay												2.420	2.460	2.390	2.350	2.450	2.480	2.480	2.540	2.710	2.640	2.550	2.260	2.100	2.010	2.000	2.060	2.190	2.350	2.410	2.250	2.440	2.700	2.520	2.400	2.570	2.840	2.880	2.960	3.240	3.090	2.710	2.540	2.520	2.870	2.960	3.180	3.170	4.150	4.130	4.090	4.420	4.640	4.600	4.690	5.030	
Uzbekistan																															46.370	48.080	45.270	47.090	46.590	42.750	44.200	44.960	49.970	51.310	50.870	51.190	53.310	51.540	50.800	47.080	48.100	47.770	49.780	44.210	43.210	47.350	48.410	42.960	43.680	42.580	
Venezuela												17.860	17.280	19.080	22.550	23.050	23.900	25.570	27.600	28.590	32.670	35.020	34.890	37.600	36.700	36.340	38.020	38.050	36.750	37.740	39.590	41.350	46.250	43.080	49.930	46.840	49.930	49.700	52.330	49.890	51.270	53.060	57.590	52.960	56.420	56.300	62.650	58.020	64.880	65.020	72.380	67.190	73.060	68.760	67.500	59.370	
Viet Nam												13.220	13.340	13.960	13.090	13.910	12.480	12.970	13.310	13.760	14.390	14.570	15.100	15.590	15.770	15.970	16.730	17.700	17.870	17.460	17.870	18.110	18.900	20.510	20.520	21.890	23.110	24.910	26.540	27.310	28.740	30.650	33.440	35.110	38.970	41.250	42.270	45.480	48.640	53.060	58.910	59.060	59.840	61.700	66.860	73.800	
World												5 522.960	5 790.310	6 100.900	6 136.960	6 182.890	6 520.990	6 753.230	7 016.950	7 231.400	7 204.910	7 153.780	7 154.470	7 235.960	7 521.260	7 725.940	7 888.020	8 182.360	8 467.890	8 612.870	8 774.030	8 833.460	8 841.050	8 930.430	8 993.790	9 227.650	9 458.160	9 557.430	9 601.740	9 808.180	10 027.530	10 137.020	10 346.700	10 705.960	11 188.830	11 499.120	11 842.870	12 159.680	12 303.070	12 193.290	12 873.060	13 059.820	13 267.620	13 431.590	13 604.570	13 647.370	
Yemen												0.740	0.580	0.970	0.800	0.690	0.840	0.910	0.960	0.980	1.270	1.250	1.480	1.560	1.640	1.740	1.880	2.230	2.380	2.440	2.510	3.060	3.340	2.890	3.020	3.420	3.490	3.710	3.960	4.470	4.750	5.260	5.100	5.670	6.180	6.590	7.050	6.900	7.280	8.070	7.800	6.620	5.990	8.250	7.580	3.480	
Zambia												3.510	3.740	3.960	4.130	3.900	4.350	4.280	4.320	4.350	4.530	4.610	4.720	4.810	4.880	4.980	5.060	5.180	5.460	5.460	5.420	5.580	5.670	5.680	5.730	5.830	5.780	6.030	6.090	6.140	6.330	6.540	6.740	6.960	7.170	7.410	7.580	7.600	7.880	8.090	8.420	8.870	9.330	9.650	10.030	10.240	
Zimbabwe												5.440	5.540	5.870	5.940	5.920	6.250	6.070	6.030	6.140	6.490	6.580	6.630	6.800	6.920	7.410	7.830	8.550	8.660	8.850	9.300	9.860	10.180	9.740	9.670	9.840	9.800	9.700	9.930	10.590	10.010	9.980	9.810	9.380	9.160	9.620	9.910	9.780	9.170	9.350	9.600	10.230	10.580	10.880	11.060	11.260	

